timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1558389559924,134,Cinema,200,OK,Users 1-37,text,true,,9926,131,42,42,http://localhost:8181/cinema/movies,133,0,1
1558389559493,569,Cinema,200,OK,Users 1-7,text,true,,9926,131,42,42,http://localhost:8181/cinema/movies,569,0,26
1558389559966,97,Cinema,200,OK,Users 1-39,text,true,,9926,131,43,43,http://localhost:8181/cinema/movies,97,0,9
1558389559643,421,Cinema,200,OK,Users 1-23,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,421,0,1
1558389559502,565,Cinema,200,OK,Users 1-5,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,565,0,12
1558389559907,160,Cinema,200,OK,Users 1-36,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,160,0,1
1558389559499,569,Cinema,200,OK,Users 1-16,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,569,0,43
1558389559605,464,Cinema,200,OK,Users 1-21,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,463,0,2
1558389559469,600,Cinema,200,OK,Users 1-14,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,600,0,77
1558389559540,530,Cinema,200,OK,Users 1-18,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,530,0,2
1558389559558,513,Cinema,200,OK,Users 1-19,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,513,0,5
1558389559466,605,Cinema,200,OK,Users 1-13,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,605,0,80
1558389559658,415,Cinema,200,OK,Users 1-24,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,414,0,4
1558389559496,577,Cinema,200,OK,Users 1-11,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,577,0,46
1558389559945,130,Cinema,200,OK,Users 1-38,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,130,0,0
1558389559683,392,Cinema,200,OK,Users 1-25,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,392,0,1
1558389559587,489,Cinema,200,OK,Users 1-20,text,true,,9926,131,44,44,http://localhost:8181/cinema/movies,489,0,1
1558389559471,607,Cinema,200,OK,Users 1-10,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,607,0,100
1558389559535,544,Cinema,200,OK,Users 1-17,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,544,0,7
1558389559479,600,Cinema,200,OK,Users 1-15,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,600,0,92
1558389559620,460,Cinema,200,OK,Users 1-22,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,460,0,1
1558389559501,579,Cinema,200,OK,Users 1-9,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,579,0,8
1558389559494,588,Cinema,200,OK,Users 1-4,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,588,0,13
1558389559468,615,Cinema,200,OK,Users 1-12,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,615,0,39
1558389559495,591,Cinema,200,OK,Users 1-1,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,591,0,13
1558389559471,615,Cinema,200,OK,Users 1-6,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,615,0,36
1558389559472,617,Cinema,200,OK,Users 1-3,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,617,0,36
1558389559705,386,Cinema,200,OK,Users 1-26,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,386,0,1
1558389559497,596,Cinema,200,OK,Users 1-2,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,596,0,46
1558389559730,363,Cinema,200,OK,Users 1-27,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,363,0,0
1558389559749,345,Cinema,200,OK,Users 1-28,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,345,0,1
1558389559767,329,Cinema,200,OK,Users 1-29,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,329,0,2
1558389559786,311,Cinema,200,OK,Users 1-30,text,true,,9926,131,45,45,http://localhost:8181/cinema/movies,311,0,2
1558389559805,296,Cinema,200,OK,Users 1-31,text,true,,9926,131,46,46,http://localhost:8181/cinema/movies,296,0,1
