timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1562813184256,47,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-2,text,false,,2743,0,18,18,http://localhost:8181/cinema/movies,0,0,47
1562813184284,29,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-17,text,false,,2743,0,18,18,http://localhost:8181/cinema/movies,0,0,29
1562813184288,24,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-1,text,false,,2743,0,18,18,http://localhost:8181/cinema/movies,0,0,24
1562813184294,17,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-12,text,false,,2743,0,18,18,http://localhost:8181/cinema/movies,0,0,17
1562813184321,2,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-12,text,false,,2743,0,18,18,http://localhost:8181/cinema/users/register,0,0,2
1562813184272,53,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-11,text,false,,2743,0,18,18,http://localhost:8181/cinema/movies,0,0,53
1562813184259,70,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-5,text,false,,2743,0,18,18,http://localhost:8181/cinema/movies,0,0,70
1562813184292,22,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-3,text,false,,2743,0,18,18,http://localhost:8181/cinema/movies,0,0,22
1562813184333,1,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-3,text,false,,2743,0,18,18,http://localhost:8181/cinema/users/register,0,0,1
1562813184306,14,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-18,text,false,,2743,0,19,19,http://localhost:8181/cinema/movies,0,0,14
1562813184341,3,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-18,text,false,,2743,0,19,19,http://localhost:8181/cinema/users/register,0,0,3
1562813184290,57,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-10,text,false,,2743,0,19,19,http://localhost:8181/cinema/movies,0,0,30
1562813184309,11,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-2,text,false,,2743,0,19,19,http://localhost:8181/cinema/users/register,0,0,11
1562813184266,53,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-16,text,false,,2743,0,19,19,http://localhost:8181/cinema/movies,0,0,53
1562813184282,36,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-14,text,false,,2743,0,19,19,http://localhost:8181/cinema/movies,0,0,36
1562813184259,113,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-15,text,false,,2743,0,19,19,http://localhost:8181/cinema/movies,0,0,113
1562813184290,27,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-9,text,false,,2743,0,20,20,http://localhost:8181/cinema/movies,0,0,27
1562813184300,17,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-8,text,false,,2743,0,20,20,http://localhost:8181/cinema/movies,0,0,16
1562813184382,0,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-3,text,false,,2743,0,20,20,http://localhost:8181/cinema/movies,0,0,0
1562813184301,14,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-13,text,false,,2743,0,22,22,http://localhost:8181/cinema/movies,0,0,14
1562813184386,1,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-23,text,false,,2743,0,22,22,http://localhost:8181/cinema/movies,0,0,0
1562813184386,1,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-13,text,false,,2743,0,22,22,http://localhost:8181/cinema/users/register,0,0,1
1562813184348,31,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-10,text,false,,2743,0,22,22,http://localhost:8181/cinema/users/register,0,0,31
1562813184385,4,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-19,text,false,,2743,0,22,22,http://localhost:8181/cinema/movies,0,0,4
1562813184373,6,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-15,text,false,,2743,0,22,22,http://localhost:8181/cinema/users/register,0,0,5
1562813184383,8,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-8,text,false,,2743,0,22,22,http://localhost:8181/cinema/users/register,0,0,8
1562813184299,18,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-7,text,false,,2743,0,22,22,http://localhost:8181/cinema/movies,0,0,18
1562813184381,15,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-12,text,false,,2743,0,22,22,http://localhost:8181/cinema/movies,0,0,15
1562813184390,9,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-19,text,false,,2743,0,22,22,http://localhost:8181/cinema/users/register,0,0,9
1562813184392,7,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-15,text,false,,2743,0,22,22,http://localhost:8181/cinema/movies,0,0,7
1562813184379,22,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-22,text,false,,2743,0,22,22,http://localhost:8181/cinema/movies,0,0,22
1562813184388,13,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-23,text,false,,2743,0,22,22,http://localhost:8181/cinema/users/register,0,0,13
1562813184384,20,Cinema,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-18,text,false,,2743,0,23,23,http://localhost:8181/cinema/movies,0,0,20
1562813184366,11,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-14,text,false,,2743,0,23,23,http://localhost:8181/cinema/users/register,0,0,10
1562813184400,6,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-15,text,false,,2743,0,23,23,http://localhost:8181/cinema/users/register,0,0,6
1562813184381,26,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-9,text,false,,2743,0,23,23,http://localhost:8181/cinema/users/register,0,0,26
1562813184346,29,register,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8181 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused (Connection refused)",Users 1-1,text,false,,2743,0,23,23,http://localhost:8181/cinema/users/register,0,0,29
